data type;object handle;response;prompt type
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the cupboard;initial_prompt_temp
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the cabinet and the cabinet is closed;initial_prompt_temp
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the cupboard;initial_prompt_temp
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dishwasher and the dishwasher is closed;initial_prompt_temp
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the cabinet and the cabinet is closed;initial_prompt_temp
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the drawer, the drawer is closed, and the dish rack is empty;initial_prompt_temp
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the drawer and the drawer is closed;initial_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the drawer;initial_prompt_temp
retrieved_response;mug1_instance_32;the goal is that the mug is in the dishwasher and the dishwasher is closed;initial_prompt_temp
retrieved_response;mug1_instance_32;the goal is that the mug is in the dishwasher and the dishwasher is turned on;initial_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the cupboard and the cupboard is closed;initial_prompt_temp
retrieved_response;paring-knife1_instance_22;the goal is that the paring-knife is in the drawer;initial_prompt_temp
retrieved_response;paring-knife1_instance_22;the goal is that the paring-knife is in the drawer and the drawer is closed;initial_prompt
retrieved_response;steak-knife1_instance_24;the goal is that the steak-knife is in the knife-block;initial_prompt_temp
retrieved_response;steak-knife1_instance_24;the goal is that the steak-knife is in the drawer and the drawer is closed;initial_prompt
