data type;object handle;response;prompt type
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the trash and the trashcan is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the trash and the trash can is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the recycle-bin and the bin is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the trash and the trash is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the trashcan and the trashcan is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the bin and the bin is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the recycle-bin and the recycle-bin is closed;recurse_prompt
retrieved_response;plastic-bottle1_instance_12;the goal is that the plastic-bottle is in the recycling bin and the recycling bin is closed;initial_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the trash and the trashcan is closed;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the trash and the trash can is closed;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the dishwasher and the dishwasher is on;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the sink and the sink is full of soapy water;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the trashcan and the trashcan is closed;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the sink and the sink is clear;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the trash and the trash is closed;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the sink and the sink is clean;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the sink and the sink is empty;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the dishwasher and the dishwasher is turned on;recurse_prompt
retrieved_response;plastic-cup1_instance_20;the goal is that the plastic-cup is in the sink and the sink is full of water;initial_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the trash;recurse_prompt_end_branch
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the garbage and the garbage is in the kitchen;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the sink and the sink is full of water;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the sink and the sink is clear;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the sink and the sink is empty;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the trash and the trash is closed;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the sink and the sink is clean;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the garbage can and the garbage can is closed;recurse_prompt
retrieved_response;plastic-fork1_instance_19;the goal is that the plastic-fork is in the drawer and the drawer is closed;initial_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the fridge;recurse_prompt_end_branch
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the cupboard;recurse_prompt_end_branch
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the garbage;recurse_prompt_end_branch
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the garbage and the garbage is in the kitchen;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the trash and the trashcan is closed;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the trash;initial_prompt_end_branch
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the trash and the trash can is closed;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the trash and the trash is closed;initial_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the trashcan and the trashcan is closed;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the garbage can and the garbage can is closed;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the fridge and the fridge is closed;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the cupboard and the cupboard is closed;recurse_prompt
retrieved_response;pop-tart-box1_instance_39;the goal is that the pop-tart-box is in the pantry and the pantry is closed;recurse_prompt
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the trash;recurse_prompt_end_branch
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the recycle bin;recurse_prompt_end_branch
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the recycling bin and the table is clean;recurse_prompt
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the recycling bin and the bin is closed;recurse_prompt
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the recycle bin and the recycle bin is closed;recurse_prompt
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the trash and the trash is closed;initial_prompt
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the trashcan and the trashcan is closed;recurse_prompt
retrieved_response;soda-can1_instance_13;the goal is that the soda-can is in the recycling bin and the recycling bin is closed;recurse_prompt
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the garbage and the garbage is in the kitchen;recurse_prompt
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the garbage;recurse_prompt_end_branch
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the bin;initial_prompt_end_branch
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the trash;recurse_prompt_end_branch
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the trash and the trash is closed;recurse_prompt
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the trashcan and the trashcan is closed;recurse_prompt
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the garbage can and the garbage can is closed;recurse_prompt
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;apple-core1_instance_17;the goal is that the apple-core is in the bin and the bin is closed;initial_prompt
retrieved_response;box-of-aluminum-foil1_instance_38;the goal is that the box-of-aluminum-foil is in the cabinet;recurse_prompt_end_branch
retrieved_response;box-of-aluminum-foil1_instance_38;the goal is that the box-of-aluminum-foil is in the cupboard;initial_prompt_end_branch
retrieved_response;box-of-aluminum-foil1_instance_38;the goal is that the box-of-aluminum-foil is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;box-of-aluminum-foil1_instance_38;the goal is that the box-of-aluminum-foil is in the drawer and the drawer is closed;recurse_prompt
retrieved_response;box-of-aluminum-foil1_instance_38;the goal is that the box-of-aluminum-foil is in the pantry and the pantry is closed;recurse_prompt
retrieved_response;box-of-aluminum-foil1_instance_38;the goal is that the box-of-aluminum-foil is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;coffee-grinder1_instance_36;the goal is that the coffee-grinder is in the cupboard;initial_prompt_end_branch
retrieved_response;coffee-grinder1_instance_36;the goal is that the coffee-grinder is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;coffee-grinder1_instance_36;the goal is that the coffee-grinder is in the drawer and the drawer is closed;recurse_prompt
retrieved_response;coffee-grinder1_instance_36;the goal is that the coffee-grinder is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the trash and the trash is in the kitchen;recurse_prompt
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the trash;recurse_prompt_end_branch
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the trash and the trash can is closed;recurse_prompt
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the trash and the trashcan is closed;recurse_prompt
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the trash and the trash is closed;initial_prompt
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the recycling bin and the bin is closed;recurse_prompt
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the recycling bin and the recycling bin is closed;recurse_prompt
retrieved_response;coke-can1_instance_14;the goal is that the coke-can is in the bin and the bin is closed;recurse_prompt
retrieved_response;corkscrew1_instance_26;the goal is that the corkscrew is in the drawer and the drawer is closed;initial_prompt
retrieved_response;crackers1_instance_41;the goal is that the crackers are in the cupboard and the cupboard is closed;recurse_prompt
retrieved_response;crackers1_instance_41;the goal is that the crackers are in the pantry and the pantry is closed;initial_prompt
retrieved_response;granola-bars1_instance_40;the goal is that the granola-bars are in the pantry and the counter is clear;recurse_prompt
retrieved_response;granola-bars1_instance_40;the goal is that the granola-bars are in the cupboard;initial_prompt_end_branch
retrieved_response;granola-bars1_instance_40;the goal is that the granola-bars are in the pantry and the pantry is closed;recurse_prompt
retrieved_response;granola-bars1_instance_40;the goal is that the granola-bars are in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;half-and-half1_instance_43;the goal is that half-and-half is in fridge;recurse_prompt_end_branch
retrieved_response;half-and-half1_instance_43;the goal is that half-and-half is in refrigerator and the refrigerator is closed;recurse_prompt
retrieved_response;half-and-half1_instance_43;the goal is that half-and-half is in fridge and fridge is closed;recurse_prompt
retrieved_response;half-and-half1_instance_43;the goal is that half-and-half is in the fridge and the fridge is closed;recurse_prompt
retrieved_response;half-and-half1_instance_43;the goal is that the half-and-half is in the fridge and the fridge is closed;initial_prompt
retrieved_response;jar-of-salsa1_instance_45;the goal is that the jar-of-salsa is in the fridge;initial_prompt_end_branch
retrieved_response;jar-of-salsa1_instance_45;the goal is that the jar-of-salsa is in the fridge and the fridge is closed;initial_prompt
retrieved_response;mug1_instance_31;the goal is that the mug is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;mug1_instance_31;the goal is that the mug is in the dishwasher and the dishwasher is turned on;initial_prompt
retrieved_response;newspaper1_instance_16;the goal is that the newspaper is in the trash;recurse_prompt_end_branch
retrieved_response;newspaper1_instance_16;the goal is that the newspaper is in the trash and the trash can is closed;recurse_prompt
retrieved_response;newspaper1_instance_16;the goal is that the newspaper is in the trash and the trash is closed;recurse_prompt
retrieved_response;newspaper1_instance_16;the goal is that the newspaper is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;newspaper1_instance_16;the goal is that the newspaper is in the recycling bin and the bin is closed;recurse_prompt
retrieved_response;newspaper1_instance_16;the goal is that the newspaper is in the recycling bin and the recycling bin is closed;initial_prompt
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the garbage;recurse_prompt_end_branch
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the garbage and the garbage is in the kitchen;recurse_prompt
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the garbage and the garbage is closed;recurse_prompt
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the trash;initial_prompt_end_branch
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the garbage can and the garbage can is closed;recurse_prompt
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the trash and the trashcan is closed;recurse_prompt
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the trash and the trash can is closed;recurse_prompt
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the trash and the trash is closed;initial_prompt
retrieved_response;paper-cup1_instance_21;the goal is that the paper-cup is in the trash can and the trash can is closed;recurse_prompt
retrieved_response;plate1_instance_28;the goal is that the plate is in the sink and the sink is empty;recurse_prompt
retrieved_response;plate1_instance_28;the goal is that the plate is in the sink and the water is running;recurse_prompt
retrieved_response;plate1_instance_28;the goal is that the plate is in the sink and the sink is clean;recurse_prompt
retrieved_response;plate1_instance_28;the goal is that the plate is in the sink and the sink is full of water;recurse_prompt
retrieved_response;plate1_instance_28;the goal is that the plate is in the dishwasher and the dishwasher is on;recurse_prompt
retrieved_response;plate1_instance_28;the goal is that the plate is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;plate1_instance_28;the goal is that the plate is in the dishwasher and the dishwasher is turned on;initial_prompt
retrieved_response;steak-knife1_instance_30;the goal is that the steak-knife is in the dishwasher and the dishwasher is running;recurse_prompt
retrieved_response;steak-knife1_instance_30;the goal is that the steak-knife is in the dishwasher and the dishwasher is on;recurse_prompt
retrieved_response;steak-knife1_instance_30;the goal is that the steak-knife is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;steak-knife1_instance_30;the goal is that the steak-knife is in the dishwasher and the dishwasher is turned on;recurse_prompt
retrieved_response;steak-knife1_instance_30;the goal is that the steak-knife is in the drawer and the drawer is closed;initial_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dish rack and the dish rack is in the kitchen;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the cabinet;recurse_prompt_end_branch
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dish rack and the dish rack is in the cabinet;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dish rack and the dish rack is in the sink;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dish rack and the dish rack is clean;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dish rack and the dish rack is tidy;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dish rack and the dish rack is empty;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dishwasher and the dishwasher is turned on;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the dish rack and the dish rack is in the cupboard;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the cupboard;initial_prompt_end_branch
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;ceramic-bowl1_instance_35;the goal is that the ceramic-bowl is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the dishwasher;recurse_prompt_end_branch
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the cabinet;recurse_prompt_end_branch
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the dishwasher and the dishwasher is on;recurse_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the dish rack and the dish rack is in the cupboard;recurse_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the dish cabinet and the dish cabinet is closed;recurse_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the dishwasher and the dishwasher is turned on;recurse_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the cupboard;initial_prompt_end_branch
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;ceramic-plate1_instance_34;the goal is that the ceramic-plate is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the cupboard;recurse_prompt_end_branch
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dishwasher and the dishwasher is turned on;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish rack and the dish rack is in the sink;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish rack and the dish rack is in the dishwasher;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the cabinet;recurse_prompt_end_branch
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish rack and the dish rack is in the cabinet;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish rack and the dish rack is clean;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish rack and the dish rack is tidy;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish rack and the dish rack is empty;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish cabinet and the dish cabinet is closed;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the dish rack and the dish rack is in the cupboard;recurse_prompt
retrieved_response;glass-tumbler1_instance_33;the goal is that the glass-tumbler is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the kitchen is tidy;recurse_prompt_end_branch
retrieved_response;metal-fork1_instance_23;the goal is that the dish rack is empty;recurse_prompt_end_branch
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the drawer;recurse_prompt_end_branch
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the dishwasher;recurse_prompt_end_branch
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the dishwasher and the dishwasher is on;recurse_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the kitchen is tidy and the metal-fork is in the drawer;recurse_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the dish rack is empty and the metal-fork is in the drawer;recurse_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the dishwasher and the dishwasher is turned on;recurse_prompt
retrieved_response;metal-fork1_instance_23;the goal is that the metal-fork is in the drawer and the drawer is closed;initial_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the dish rack and the dish rack is in the cupboard;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the cupboard;recurse_prompt_end_branch
retrieved_response;mug1_instance_32;the goal is that the mug is in the dishwasher;initial_prompt_end_branch
retrieved_response;mug1_instance_32;the goal is that the mug is in the dish rack and the dish rack is clean;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the dish rack and the dish rack is tidy;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the dish rack and the dish rack is empty;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the dishwasher and the dishwasher is started;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the dishwasher and the dishwasher is on;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the cupboard and the dish rack is empty;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the dishwasher and the dishwasher is closed;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the dishwasher and the dishwasher is turned on;initial_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the cupboard and the cupboard is closed;recurse_prompt
retrieved_response;mug1_instance_32;the goal is that the mug is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;paring-knife1_instance_22;the goal is that the paring-knife is in the knife block;recurse_prompt_end_branch
retrieved_response;paring-knife1_instance_22;the goal is that the paring-knife is in the knife block and the knife block is closed;recurse_prompt
retrieved_response;paring-knife1_instance_22;the goal is that the paring-knife is in the drawer;initial_prompt_end_branch
retrieved_response;paring-knife1_instance_22;the goal is that the paring-knife is in the knife block and the dish rack is empty;recurse_prompt
retrieved_response;paring-knife1_instance_22;the goal is that the paring-knife is in the drawer and the drawer is closed;initial_prompt
retrieved_response;steak-knife1_instance_24;the goal is that the steak-knife is in the drawer;initial_prompt_end_branch
retrieved_response;steak-knife1_instance_24;the goal is that the steak-knife is in the drawer and the drawer is closed;initial_prompt
