data type;object handle;response;prompt type;mismatch type;mismatch;detail
unviable_response;paper-plates1_instance_23;the goal is that the paper-plates are in the kitchen cupboard;recurse_prompt_end_branch;uninterpretable;parser;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cabinet and the cabinet is closed;recurse_prompt;ungrounded-object;cabinet1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the pantry is closed;recurse_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the trash;recurse_prompt;unknown-word;trash;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cabinet;recurse_prompt_end_branch;ungrounded-object;cabinet1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the door to the cupboard is closed;repair_recurse_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the fridge is closed;repair_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the pantry is open;repair_recurse_prompt;uninterpretable;parser;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the kitchen is closed;repair_recurse_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the refrigerator is closed;repair_recurse_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the trash can;repair_recurse_prompt;unknown-word;trash;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the fridge and the door to the fridge is closed;repair_recurse_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the window is closed;repair_recurse_prompt;unknown-word;window;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the kitchen is open;repair_recurse_prompt;uninterpretable;parser;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the window to the kitchen is closed;repair_recurse_prompt;unknown-word;window;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the window is closed;repair_prompt;unknown-word;window;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the kitchen;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the kitchen;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the kitchen;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the kitchen window is closed;repair_recurse_prompt;unknown-word;window;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the oven is closed;repair_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the oven is closed;repair_prompt;ungrounded-object;oven1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the stove is closed;repair_recurse_prompt;ungrounded-object;door1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the stove is closed;repair_recurse_prompt;ungrounded-object;stove1;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the light is off;repair_recurse_prompt;uninterpretable;parser;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the refrigerator is off;repair_recurse_prompt;uninterpretable;parser;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the garbage can;repair_prompt;uninterpretable;parser;NA
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the garbage;repair_prompt_end_branch;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the garbage;repair_prompt_end_branch;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the garbage;repair_prompt_end_branch;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the recycling bin;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the recycling bin;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the recycling bin;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the cabinet and the cabinet is closed;recurse_prompt;ungrounded-object;cabinet1;NA
unviable_response;granola1_instance_25;the goal is that the bag of granola is in the pantry and the pantry is closed;recurse_prompt;ungrounded-object;bag1;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the pantry door is closed;recurse_prompt;uninterpretable;parser;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the recycling bin;recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the recycling bin;recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the recycling bin;recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the door to the pantry is closed;recurse_prompt;ungrounded-object;door1;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the recycle bin;recurse_prompt;unknown-word;recycle;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the trash;recurse_prompt;unknown-word;trash;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the garbage;recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the garbage;recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the garbage;recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the door is closed;recurse_prompt;ungrounded-object;door1;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the trash can;repair_prompt;unknown-word;trash;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the garbage can;repair_recurse_prompt;uninterpretable;parser;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the kitchen;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the kitchen;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the kitchen;repair_recurse_prompt;affordance-mismatch;grabbable;bag1
unviable_response;granola1_instance_25;the goal is that the bag of granola is in the pantry and the pantry is open;repair_prompt;uninterpretable;parser;NA
unviable_response;granola1_instance_25;the goal is that the bag of granola is in the fridge and the fridge is closed;repair_recurse_prompt;ungrounded-object;bag1;NA
unviable_response;granola1_instance_25;the goal is that the bag of granola is in the pantry;repair_prompt_end_branch;ungrounded-object;bag1;NA
unviable_response;granola1_instance_25;the goal is that the bag of granola is in the fridge and the fridge is open;repair_recurse_prompt;uninterpretable;parser;NA
unviable_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the trash bin;repair_recurse_prompt;unknown-word;trash;NA
unviable_response;cheese1_instance_26;the goal is that the cheese is in the refrigerator and the door is closed;recurse_prompt;ungrounded-object;door1;NA
unviable_response;cheese1_instance_26;the goal is that the cheese is in the refrigerator and the door is open;repair_prompt;uninterpretable;parser;NA
unviable_response;hummus1_instance_29;the goal is that the bag of groceries is in the fridge and the fridge is closed;recurse_prompt;ungrounded-object;bag1;NA
unviable_response;hummus1_instance_29;the goal is that the bag of groceries is in the fridge;recurse_prompt_end_branch;ungrounded-object;bag1;NA
