data type;object handle;response;prompt type
retrieved_response;flour1_instance_21;the goal is that the flour is in the pantry and the bag is empty;recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the pantry and the pantry door is closed;recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the kitchen cupboard and the cupboard is closed;recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the pantry and the pantry is closed;recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the pantry;repair_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the drawer and the drawer is closed;repair_recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the closet and the closet is closed;repair_recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the fridge;repair_recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the cupboard and the door is closed;repair_recurse_prompt
retrieved_response;flour1_instance_21;the goal is that the flour is in the cupboard;repair_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the pantry and the door is closed;recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the pantry and the bag is in the recycling bin;recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the pantry and the kitchen is clean;recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the cabinet;initial_prompt_end_branch
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the kitchen-drawer and the kitchen-drawer is closed;recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the pantry and the pantry is closed;recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the fridge and the fridge is closed;recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the cupboard and the cupboard is closed;recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the cabinet and the cabinet is closed;initial_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the pantry;repair_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the drawer and the drawer is closed;repair_recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the fridge;repair_prompt_end_branch
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the refrigerator and the refrigerator is closed;repair_recurse_prompt
retrieved_response;plastic-cups1_instance_22;the goal is that the plastic-cups are in the kitchen drawer and the kitchen drawer is closed;repair_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the kitchen cupboard;recurse_prompt_end_branch
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the kitchen;recurse_prompt_end_branch
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the pantry and the door is closed;recurse_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the pantry;recurse_prompt_end_branch
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the kitchen cabinet and the cabinet is closed;recurse_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the cupboard;recurse_prompt_end_branch
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the cabinet;initial_prompt_end_branch
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the pantry and the bag is in the recycling bin;recurse_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the kitchen cupboard and the kitchen cupboard is closed;recurse_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the pantry and the pantry is closed;recurse_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the cupboard and the cupboard is closed;recurse_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the cabinet and the cabinet is closed;initial_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the drawer and the drawer is closed;repair_recurse_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the fridge and the fridge is closed;repair_prompt
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the fridge;repair_prompt_end_branch
retrieved_response;paper-plates1_instance_23;the goal is that the paper-plates are in the refrigerator and the refrigerator is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cabinet;recurse_prompt_end_branch
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the trash;recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the pantry is closed;recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard;initial_prompt_end_branch
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the pantry is closed;recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the cupboard is closed;initial_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the fridge and the fridge is closed;repair_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the fridge;repair_prompt_end_branch
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the refrigerator and the refrigerator is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the door to the cupboard is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the fridge is closed;repair_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry;repair_prompt_end_branch
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the pantry is open;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the kitchen is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the refrigerator is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the trash can;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the fridge and the door to the fridge is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the door to the fridge is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the bag is in the trash;repair_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the window is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the bag is in the garbage;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the cupboard and the bag is in the fridge;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the kitchen is open;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the window to the kitchen is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the window is closed;repair_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the fridge is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the kitchen;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the kitchen window is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the oven is closed;repair_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the door to the stove is closed;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the light is off;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the refrigerator is off;repair_recurse_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the garbage can;repair_prompt
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the garbage;repair_prompt_end_branch
retrieved_response;can-of-beans1_instance_24;the goal is that the can-of-beans is in the pantry and the bag is in the recycling bin;repair_recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the door is closed;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the garbage;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the trash;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the recycle bin;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the recycling bin;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the door to the pantry is closed;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the pantry door is closed;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the bag of granola is in the pantry and the pantry is closed;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the cabinet and the cabinet is closed;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the pantry is closed;initial_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the cupboard and the cupboard is closed;recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry;repair_prompt_end_branch
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the trash can;repair_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the garbage can;repair_recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the kitchen;repair_recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the fridge and the fridge is closed;repair_recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the bag of granola is in the pantry and the pantry is open;repair_prompt
retrieved_response;granola1_instance_25;the goal is that the bag of granola is in the fridge and the fridge is closed;repair_recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the bag of granola is in the pantry;repair_prompt_end_branch
retrieved_response;granola1_instance_25;the goal is that the bag of granola is in the fridge and the fridge is open;repair_recurse_prompt
retrieved_response;granola1_instance_25;the goal is that the granola is in the pantry and the bag is in the trash bin;repair_recurse_prompt
retrieved_response;cheese1_instance_26;the goal is that the cheese is in the refrigerator;recurse_prompt_end_branch
retrieved_response;cheese1_instance_26;the goal is that the cheese is in the refrigerator and the door is closed;recurse_prompt
retrieved_response;cheese1_instance_26;the goal is that the cheese is in the refrigerator and the refrigerator is closed;recurse_prompt
retrieved_response;cheese1_instance_26;the goal is that the cheese is in the fridge and the fridge is closed;initial_prompt
retrieved_response;cheese1_instance_26;the goal is that the cheese is in the refrigerator and the door is open;repair_prompt
retrieved_response;butter1_instance_27;the goal is that the butter is in the refrigerator and the refrigerator is closed;recurse_prompt
retrieved_response;butter1_instance_27;the goal is that the butter is in the fridge and the fridge is closed;initial_prompt
retrieved_response;apple-cider1_instance_28;the goal is that the apple-cider is in the fridge;initial_prompt_end_branch
retrieved_response;apple-cider1_instance_28;the goal is that the groceries are in the fridge and the fridge is closed;recurse_prompt
retrieved_response;apple-cider1_instance_28;the goal is that the apple-cider is in the refrigerator and the refrigerator is closed;recurse_prompt
retrieved_response;apple-cider1_instance_28;the goal is that the apple-cider is in the fridge and the fridge is closed;initial_prompt
retrieved_response;hummus1_instance_29;the goal is that the bag of hummus is in the fridge;recurse_prompt_end_branch
retrieved_response;hummus1_instance_29;the goal is that the groceries are in the fridge;recurse_prompt_end_branch
retrieved_response;hummus1_instance_29;the goal is that the hummus is in the refrigerator;recurse_prompt_end_branch
retrieved_response;hummus1_instance_29;the goal is that the hummus is in the fridge;initial_prompt_end_branch
retrieved_response;hummus1_instance_29;the goal is that the bag of hummus is in the fridge and the fridge is closed;recurse_prompt
retrieved_response;hummus1_instance_29;the goal is that the hummus is in the refrigerator and the refrigerator is closed;recurse_prompt
retrieved_response;hummus1_instance_29;the goal is that the hummus is in the fridge and the fridge is closed;initial_prompt
